0,1,2,3,4,5,6,7,8
-0.5120361517415218,0.08042167450319956,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5307944542925724,0.24159767450246744,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3310126925570706,0.1397535769912185,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.12986891209923396,0.35821766080143946,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.249163233754557,0.23505767649727058,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.2752791556227295,0.022076625188606844,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.012404352610376335,0.36079520973036205,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7445187805167562,0.06689331781913568,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.18756128586963206,0.6323060455237369,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.3382757530375373,0.2424582782787501,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.14644993726374872,0.17539755096386084,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.35295044388091257,0.5232573479386259,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.26609104097934994,0.7155251872795728,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.07658575604084791,0.3728308900375009,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.20373556997697587,0.35298430402108283,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.015784454649061176,0.8197133610294286,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.32885654864696745,0.038094628567677945,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.18085277409153622,0.10977149428076913,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.43539077593612086,0.26967674775004263,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5953590010872587,0.30484259053428603,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.8966952888869923,-0.16445520521107482,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.05093094792952295,0.11292785372702766,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5798321858625414,0.6881513942207869,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.229836352703988,-2.082857567886026,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.46825795400299797,1.2417896885487525,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.27392723693143844,-2.195707914864843,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.20586028452662578,0.3561901458649956,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.19306601460556963,0.21409525224975604,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.004914060088417429,0.27581380856086796,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.013703871607131378,0.4351615185537671,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.06544946348793156,0.16012670812082871,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4228462444557789,-2.0683343779149856,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.052339338713514816,-0.6256390976006234,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.014054704519839532,0.5233389853725309,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.13879811966674616,0.8673757702955249,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.4142990141917306,-2.0602089072482825,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.09078487648152299,0.8177428057222391,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.21337320629385276,1.8198694492534557,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.15531869373046284,-0.09031278214370284,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.19635769875381423,0.40051918040483264,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.16901536063532957,-0.7320473020189514,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.16482047279304635,0.09131075828843388,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.5005474862623028,0.19294277874147533,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.13476534210377009,-0.14489716752976323,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.5470075100866105,-0.8638042107525473,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.3840840172834549,-0.12650455962041407,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.32927651190392165,0.4696099391707044,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.24016980033434746,0.045835399736454716,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.15431872793788898,0.4224996875146871,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3757287368266803,-0.5006428136974816,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.39902037629798226,-0.13305296548915108,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-3.261786377769417,-4.86006351891482,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.3919658455908155,-0.2066429953099961,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.2899732642674809,-0.12712282593126348,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.2861594959093674,2.9774288241416547,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.3780872112177156,-0.6147940135239619,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.23025945149654048,-1.1115910512411304,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4628934472635765,0.15322548187620497,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.13598343159213186,-1.0680785083488449,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-3.7449819835303675,2.0011048252519257,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.22852187913913957,0.020412073149057647,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.044372121398562,1.8093858191708283,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.096452364395889,1.98786001800806,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.1620208767628015,-1.0640225631491376,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.087483740899036,-0.46131538807230754,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.6283189772923735,0.3351790855422351,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.16754391729909968,0.5082723109856304,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.5189859759859947,0.5934465136685924,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.011916941700277933,0.46472212114230615,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.017031703438205776,-0.1194557383153193,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.055318578298762806,-0.10581407422169783,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0049065024121973,-0.7631160891269672,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.08733003445466178,0.05926990152686638,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.24279065424018856,-0.16251892291670064,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.338223200518043,-1.2300202162699654,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.1702080409366975,-0.0699716934150072,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.7708905779665007,1.5780815771540178,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.2762932881609415,-3.629849726680897,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.513968901421688,-0.553885066126009,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.41772999705770975,-0.021418311714705155,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.1540794837577178,0.14977074637932888,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.8283459631564318,-1.3347469940950702,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.2147977244647812,0.41454687738245866,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.38507859641762604,0.08742239241868115,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.2005123841336336,-0.8925153594940592,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.51779856686477,2.8420935427359355,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.22135657403649853,0.10325699669870532,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.9021014603297774,0.665017833313599,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-2.0367056529828087,0.4037074150042345,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.560405963571944,0.1444175909743651,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.0662177458379663,-2.6083946670051086,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.024884232109890405,-2.5646640510934538e-05,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.7779090592426665,-0.7246589654420199,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.22235666875436313,-2.2346053089426703,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7707685863428273,-1.6230044080482116,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.9636217046099241,0.2003431679801419,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.14052983770216873,-0.05235047643582391,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-3.5299639232397473,-3.6613167688473762,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.321902565525615,-0.1069393614627781,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.4881457791856723,1.6244756531592057,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.743600206694133,0.7247501742730048,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0815848704580653,0.29578630346995766,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.29327496932138747,0.07860895102731193,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2818979814907595,0.13654996293037933,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.697512441462998,0.3132469781416949,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.559775723744014,-0.19969743674742818,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.680383855611146,1.5574555323317671,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.11992096289267488,0.21722936547003505,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.046452273440173615,0.19419807942757955,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.05899506492783006,0.0933117165604875,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.07605076239135453,-2.471195166669454,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.12404210585133944,0.5054222643688785,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.956982445584885,0.7898192138767806,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.5765183470520349,0.36695703387623774,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.23186652988379655,0.4125155299627548,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.3157443346451503,0.24239465976491514,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.10610394901899953,-0.06315446182718547,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.8695742063130186,-0.2522306697423081,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.29335020039538034,0.14647068145243616,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.29234694034456404,0.0028442247156971363,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.07780561681196187,-2.0005775046232435,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-2.055837785554967,-1.2842392003933383,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.29196829086470794,0.5249583995746849,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7575717424489645,0.4288108961485236,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-3.1310930532314782,-3.512278218636983,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.4971565773271385,-0.1388237313488613,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.211545008371348,0.9432629372722251,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.1097715784139193,-1.437273287149844,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.8307974776582978,1.8118484179322123,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.30866223899288686,1.0278412207588437,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.20850210095358043,0.43003482483677624,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.5995792587683133,0.5643448277909047,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.2096692235388604,0.26520514160150827,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.3968040199972032,0.27476053861156524,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7317699353425058,0.9885354513281657,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1428877860611536,-0.11849992873106535,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3453214303193572,-0.44090895495820526,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.031558858564944905,-0.08940957409259438,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-3.858583217589548,-4.716654535162927,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1799770814821186,-2.175732099894178,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.21826212307924928,0.22101016238561572,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.17498152062728423,0.1133514113130781,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.2930174211147982,-0.11230554915659759,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.26397276504065587,0.2733963744306529,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.5525559633638653,2.4033122996520344,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.48814032046921896,0.08246598777458063,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.15202623324170997,0.008334914183806896,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.011808825674481487,-0.17015454430760563,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.2616457038588646,0.10234586314189721,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.2417155747949944,1.0062953286573828,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.1419478707213727,-0.007838253547560793,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.49154889154677067,0.12281006139983414,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5849902613883711,-0.1596091181089512,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0441479246875172,-0.4228008831651772,0.0,0.0,1.0,0.0,0.0,0.0,0.0
